loss,accuracy,val_loss,val_accuracy,lr
1.3619674444198608,0.41584157943725586,1.7072418928146362,0.2543352544307709,0.001
0.9155575633049011,0.551980197429657,1.4517066478729248,0.3005780279636383,0.001
0.9011843800544739,0.5383663177490234,1.3590072393417358,0.5028901696205139,0.001
0.783681333065033,0.5816831588745117,1.2551501989364624,0.5028901696205139,0.001
0.8085877895355225,0.5408415794372559,1.1741063594818115,0.5028901696205139,0.001
0.7394002079963684,0.594059407711029,1.123944640159607,0.589595377445221,0.001
0.7390636801719666,0.5829207897186279,1.0645872354507446,0.5028901696205139,0.001
0.7635542154312134,0.5965346693992615,1.0225754976272583,0.5838150382041931,0.001
0.7209379076957703,0.5878713130950928,1.062591314315796,0.5375722646713257,0.001
0.6734049320220947,0.6225247383117676,1.0395441055297852,0.5086705088615417,0.001
0.7030729651451111,0.6150990128517151,0.8581392765045166,0.5144508481025696,1e-05
0.6149643063545227,0.6683168411254883,0.7414497137069702,0.5144508481025696,1e-05
0.5981119275093079,0.6782178282737732,0.6465083360671997,0.7109826803207397,1e-05
0.5395208597183228,0.7066831588745117,0.5893295407295227,0.7167630195617676,1e-05
0.5322116613388062,0.7004950642585754,0.5375921726226807,0.6705202460289001,1e-05
0.5434156060218811,0.6918317079544067,0.5106921792030334,0.7398843765258789,1e-05
0.5249432325363159,0.7128713130950928,0.5189391374588013,0.7572254538536072,1e-05
0.5254731774330139,0.6955445408821106,0.5649207234382629,0.7052023410797119,1e-05
0.4952853322029114,0.7227723002433777,0.523488461971283,0.7456647157669067,1e-05
0.4958929717540741,0.7029703259468079,0.4345230460166931,0.7456647157669067,1e-05
0.4720046818256378,0.7574257254600525,0.42050403356552124,0.6878612637519836,1e-05
0.520083487033844,0.7054455280303955,0.4533100128173828,0.763005793094635,1e-05
0.4837760031223297,0.7240098714828491,0.9089202284812927,0.52601158618927,1e-05
0.47885075211524963,0.7339109182357788,0.4058440625667572,0.7456647157669067,1e-05
0.482219398021698,0.7388613820075989,0.6292232275009155,0.5780346989631653,1e-05
0.49627646803855896,0.7091584205627441,0.40685585141181946,0.7283236980438232,1e-05
0.47652769088745117,0.7376237511634827,0.5887101292610168,0.7456647157669067,1e-05
0.4811800718307495,0.7116336822509766,0.5211951732635498,0.7341040372848511,1e-05
0.4731432795524597,0.7351484894752502,0.6007379293441772,0.7341040372848511,1e-05
