epoch,accuracy,loss,val_accuracy,val_loss
0,0.16867469251155853,1.8756709098815918,0.27826085686683655,1.6327961683273315
1,0.21037998795509338,1.7124247550964355,0.19565217196941376,1.6127265691757202
2,0.2122335433959961,1.671047329902649,0.19565217196941376,1.6059966087341309
3,0.1983317881822586,1.6847211122512817,0.395652174949646,1.5967869758605957
4,0.20574605464935303,1.665436029434204,0.20434781908988953,1.5918214321136475
5,0.24374420940876007,1.6372092962265015,0.395652174949646,1.5827010869979858
6,0.25949954986572266,1.6069785356521606,0.6000000238418579,1.5751954317092896
7,0.2316960096359253,1.6247199773788452,0.395652174949646,1.565396785736084
8,0.2641334533691406,1.599029541015625,0.20000000298023224,1.55593740940094
9,0.24837812781333923,1.590956211090088,0.395652174949646,1.5408456325531006
10,0.27154773473739624,1.5815880298614502,0.395652174949646,1.525128960609436
11,0.28915661573410034,1.556956171989441,0.395652174949646,1.508017897605896
12,0.2882298529148102,1.5489187240600586,0.591304361820221,1.4798206090927124
13,0.3039851784706116,1.539527177810669,0.595652163028717,1.4561192989349365
14,0.31974050402641296,1.5113967657089233,0.4521739184856415,1.4264827966690063
15,0.32437440752983093,1.4941580295562744,0.395652174949646,1.4044837951660156
16,0.3206672966480255,1.479128360748291,0.395652174949646,1.3729407787322998
17,0.22706209123134613,1.6422288417816162,0.4521739184856415,1.5741697549819946
18,0.21686747670173645,1.6363494396209717,0.43043479323387146,1.5724337100982666
19,0.24003706872463226,1.6205378770828247,0.4000000059604645,1.5707587003707886
20,0.25393882393836975,1.6209771633148193,0.4000000059604645,1.5698713064193726
21,0.25393882393836975,1.6242544651031494,0.4000000059604645,1.5686601400375366
22,0.24745135009288788,1.624712586402893,0.4000000059604645,1.5667959451675415
