loss,accuracy,val_loss,val_accuracy,lr
2.4079103469848633,0.20297029614448547,1.9482464790344238,0.0,1e-04
1.7545870542526245,0.3502475321292877,1.6691648960113525,0.034682080149650574,1e-04
1.4532674551010132,0.4133663475513458,1.4971251487731934,0.28901734948158264,1e-04
1.3125674724578857,0.4566831588745117,1.3650901317596436,0.47398844361305237,1e-04
1.3045574426651,0.4641089141368866,1.2585831880569458,0.676300585269928,1e-04
1.2296825647354126,0.4801980257034302,1.1748290061950684,0.7341040372848511,1e-04
1.1767895221710205,0.47772276401519775,1.1024750471115112,0.7803468108177185,1e-04
1.1688079833984375,0.48762375116348267,1.0395132303237915,0.5549132823944092,1e-04
1.0891265869140625,0.5086633563041687,0.9760159254074097,0.5664739608764648,1e-04
1.1488171815872192,0.49381187558174133,0.9284541606903076,0.6820809245109558,1e-04
1.661597490310669,0.36138615012168884,0.9512861967086792,0.5491329431533813,1e-05
1.5677027702331543,0.3861386179924011,0.9860028624534607,0.49132949113845825,1e-05
1.5158230066299438,0.40594059228897095,1.0226004123687744,0.49132949113845825,1e-05
1.4800933599472046,0.4282178282737732,1.0575308799743652,0.5028901696205139,1e-05
