loss,accuracy,val_loss,val_accuracy,lr
1.071363925933838,0.5111386179924011,1.7885432243347168,0.24277456104755402,0.001
0.7780690789222717,0.5990098714828491,1.6290396451950073,0.24277456104755402,0.001
0.7318741679191589,0.6027227640151978,1.5220705270767212,0.24277456104755402,0.001
0.6689401865005493,0.6361386179924011,1.3752527236938477,0.24277456104755402,0.001
0.6942214965820312,0.6126237511634827,1.42938232421875,0.24277456104755402,0.001
0.6427456736564636,0.6621286869049072,1.190847635269165,0.4624277353286743,0.001
0.6170793771743774,0.6509901285171509,1.1065118312835693,0.4624277353286743,0.001
0.6258462071418762,0.6522276997566223,1.128271222114563,0.2601155936717987,0.001
0.5731861591339111,0.7054455280303955,1.3746970891952515,0.24277456104755402,0.001
0.60816490650177,0.6707921028137207,0.8701699376106262,0.7572254538536072,0.001
0.5676275491714478,0.6881188154220581,0.8130491375923157,0.7109826803207397,1e-05
0.5221608877182007,0.6881188154220581,0.7361952662467957,0.5549132823944092,1e-05
0.5058797597885132,0.7116336822509766,0.6399359107017517,0.7225433588027954,1e-05
0.49872902035713196,0.7091584205627441,0.6431505680084229,0.5722543597221375,1e-05
0.491067111492157,0.7178217768669128,0.5625792741775513,0.7572254538536072,1e-05
0.46870097517967224,0.728960394859314,0.6541239023208618,0.7283236980438232,1e-05
0.48902177810668945,0.7004950642585754,0.6806076765060425,0.6589595079421997,1e-05
0.4417586624622345,0.75,0.4753231406211853,0.7803468108177185,1e-05
0.44344261288642883,0.728960394859314,0.4326478838920593,0.6820809245109558,1e-05
0.4420892596244812,0.7475247383117676,0.9207301735877991,0.5491329431533813,1e-05
0.4203464686870575,0.7611386179924011,0.4811145067214966,0.6705202460289001,1e-05
0.42155441641807556,0.7549505233764648,0.4455724358558655,0.7456647157669067,1e-05
