epoch,accuracy,loss,val_accuracy,val_loss
0,0.32993513345718384,5.749722003936768,0.595652163028717,1.0312305688858032
1,0.45227062702178955,1.1373659372329712,0.595652163028717,0.8936009407043457
2,0.4670991599559784,1.0781505107879639,0.43913042545318604,0.8283748626708984
3,0.47729378938674927,1.15409255027771,0.447826087474823,0.8674740195274353
4,0.44670993089675903,1.123705506324768,0.6826087236404419,0.8238254189491272
5,0.4782205820083618,1.0969961881637573,0.47826087474823,0.9124564528465271
6,0.4142724871635437,1.214505910873413,0.5130434632301331,0.936108410358429
7,0.3679332733154297,1.3304387331008911,0.417391300201416,1.0275181531906128
8,0.3911028802394867,1.2548872232437134,0.5173913240432739,0.949928879737854
9,0.3836885988712311,1.288037657737732,0.5869565010070801,0.9966790676116943
10,0.3929564356803894,1.2571592330932617,0.595652163028717,0.9871225953102112
11,0.37442076206207275,1.27195405960083,0.47826087474823,1.0000556707382202
12,0.40222427248954773,1.2932872772216797,0.4000000059604645,1.0698750019073486
13,0.4068582057952881,1.212740182876587,0.5652173757553101,0.9188909530639648
14,0.37256720662117004,1.2681301832199097,0.48695650696754456,1.174564242362976
15,0.5199258327484131,0.9883176684379578,0.7956521511077881,0.6169294714927673
16,0.5301204919815063,0.9592940211296082,0.7869565486907959,0.5944623947143555
17,0.5468025803565979,0.9114485383033752,0.8695651888847351,0.5382195115089417
18,0.553290069103241,0.895558774471283,0.7565217614173889,0.5460145473480225
19,0.544022262096405,0.8911756277084351,0.769565224647522,0.5352253913879395
20,0.5551436543464661,0.8525521159172058,0.8478260636329651,0.491606742143631
21,0.5866543054580688,0.835713803768158,0.8086956739425659,0.4635307192802429
22,0.5894346833229065,0.8234713673591614,0.8478260636329651,0.45822566747665405
