epoch,accuracy,loss,val_accuracy,val_loss
0,0.20852641761302948,1.8893073797225952,0.19565217196941376,1.605031132698059
1,0.2761816382408142,1.562649130821228,0.395652174949646,1.4626883268356323
2,0.32437440752983093,1.4312982559204102,0.447826087474823,1.1592299938201904
3,0.2761816382408142,1.4720511436462402,0.5478261113166809,1.2418653964996338
4,0.279888778924942,1.4922744035720825,0.4000000059604645,1.1446791887283325
5,0.3215940594673157,1.4381543397903442,0.5173913240432739,1.1199219226837158
6,0.3215940594673157,1.4078893661499023,0.40434783697128296,1.259290099143982
7,0.32344764471054077,1.4073423147201538,0.604347825050354,1.0801734924316406
8,0.37442076206207275,1.3738114833831787,0.6000000238418579,1.0297108888626099
9,0.35495829582214355,1.3726911544799805,0.40869563817977905,1.1180341243743896
10,0.37071362137794495,1.3603514432907104,0.4000000059604645,1.1282018423080444
11,0.3679332733154297,1.3466342687606812,0.40434783697128296,1.2307735681533813
12,0.3595922291278839,1.3363425731658936,0.40434783697128296,1.3431077003479004
13,0.3595922291278839,1.3498239517211914,0.5869565010070801,1.0445666313171387
14,0.32993513345718384,1.4106234312057495,0.530434787273407,1.0252424478530884
15,0.3503243625164032,1.3773726224899292,0.4000000059604645,1.2518855333328247
16,0.3873957395553589,1.313829779624939,0.40434783697128296,1.188275694847107
17,0.3642261326313019,1.339227557182312,0.40434783697128296,1.545481562614441
18,0.3734939694404602,1.364619255065918,0.508695662021637,1.1027799844741821
19,0.3836885988712311,1.3546133041381836,0.604347825050354,1.074308156967163
20,0.3790546655654907,1.3648240566253662,0.4217391312122345,1.1127089262008667
21,0.3790546655654907,1.356823205947876,0.604347825050354,1.0607081651687622
22,0.377201110124588,1.3463832139968872,0.5260869860649109,1.058447003364563
23,0.38461539149284363,1.3460242748260498,0.4217391312122345,1.0840110778808594
24,0.39017608761787415,1.3323578834533691,0.40434783697128296,1.1009751558303833
