epoch,accuracy,loss,val_accuracy,val_loss
0,0.18535681068897247,18.136484146118164,0.20000000298023224,1.6362221240997314
1,0.21408711373806,1.8021286725997925,0.20000000298023224,1.6173815727233887
2,0.18535681068897247,1.6290411949157715,0.20434781908988953,1.617713212966919
3,0.21316033601760864,1.616319179534912,0.19565217196941376,1.6206427812576294
4,0.20296570658683777,1.6202335357666016,0.20434781908988953,1.61737859249115
5,0.18721038103103638,1.6174691915512085,0.20000000298023224,1.6136131286621094
6,0.18535681068897247,1.620409607887268,0.19565217196941376,1.6177215576171875
7,0.2020389288663864,1.623031735420227,0.20000000298023224,1.6133073568344116
8,0.20759962499141693,1.618761420249939,0.20434781908988953,1.612982988357544
9,0.1946246474981308,1.61324942111969,0.20000000298023224,1.6238189935684204
10,0.2001853585243225,1.6224795579910278,0.19565217196941376,1.613046646118164
11,0.18443003296852112,1.6209416389465332,0.20434781908988953,1.6120226383209229
12,0.17979611456394196,1.620756983757019,0.20434781908988953,1.6143304109573364
13,0.19369786977767944,1.6165528297424316,0.20434781908988953,1.6119873523712158
14,0.1983317881822586,1.612357497215271,0.20434781908988953,1.6105139255523682
15,0.17423540353775024,1.6127203702926636,0.20434781908988953,1.6103395223617554
16,0.20852641761302948,1.611909031867981,0.20434781908988953,1.610358476638794
17,0.18257646262645721,1.6123126745224,0.20434781908988953,1.6102732419967651
18,0.20574605464935303,1.6114790439605713,0.20434781908988953,1.6104083061218262
