epoch,accuracy,loss,val_accuracy,val_loss
0,0.3679332733154297,1.456200122833252,0.8478260636329651,0.979302167892456
1,0.5607043504714966,1.006704330444336,0.6739130616188049,0.7588698863983154
2,0.599629282951355,0.9070761799812317,0.7043478488922119,0.6685386300086975
3,0.6700648665428162,0.7566306591033936,0.7260869741439819,0.5957216620445251
4,0.6793327331542969,0.7140673398971558,0.7782608866691589,0.5334060192108154
5,0.6932345032691956,0.6604071855545044,0.800000011920929,0.4295864403247833
6,0.7145504951477051,0.6216834783554077,0.739130437374115,0.4763270318508148
7,0.7349397540092468,0.5723958015441895,0.8260869383811951,0.41582658886909485
8,0.7228915691375732,0.5709139704704285,0.800000011920929,0.4085463881492615
9,0.7201111912727356,0.5503108501434326,0.856521725654602,0.41019752621650696
10,0.7182576656341553,0.5519225597381592,0.7956521511077881,0.3809913098812103
11,0.7525486350059509,0.5062451958656311,0.7956521511077881,0.36674633622169495
12,0.7775717973709106,0.4737446904182434,0.7739130258560181,0.36896824836730957
13,0.7710843086242676,0.4897198975086212,0.7956521511077881,0.3642508387565613
14,0.7692307829856873,0.46423137187957764,0.8391304612159729,0.34523046016693115
15,0.7747914791107178,0.45352327823638916,0.865217387676239,0.3196229636669159
16,0.7784985899925232,0.44811275601387024,0.7956521511077881,0.3437884747982025
17,0.7664504051208496,0.45415687561035156,0.7956521511077881,0.32736635208129883
18,0.8025950193405151,0.41788771748542786,0.8826087117195129,0.3282589316368103
19,0.7924003601074219,0.4268009662628174,0.800000011920929,0.3409092426300049
20,0.7692307829856873,0.42766743898391724,0.8695651888847351,0.2802911400794983
21,0.7766450643539429,0.4359244704246521,0.800000011920929,0.3040880560874939
22,0.7822057604789734,0.4117535352706909,0.7956521511077881,0.3000164330005646
23,0.7859128713607788,0.4126666188240051,0.7956521511077881,0.32612812519073486
24,0.7998146414756775,0.39578789472579956,0.873913049697876,0.3054226338863373
25,0.7988878488540649,0.40391480922698975,0.8478260636329651,0.3061324656009674
26,0.805375337600708,0.3954832851886749,0.873913049697876,0.30034807324409485
27,0.7951807379722595,0.404865026473999,0.8478260636329651,0.2716723680496216
28,0.7998146414756775,0.3909901976585388,0.873913049697876,0.2747954726219177
29,0.7803521752357483,0.42209532856941223,0.8478260636329651,0.30359509587287903
30,0.7849860787391663,0.4209452271461487,0.8608695864677429,0.3043266832828522
31,0.7877664566040039,0.39866766333580017,0.8478260636329651,0.3082060217857361
32,0.8090825080871582,0.3962829113006592,0.8391304612159729,0.29774266481399536
33,0.7951807379722595,0.3991531431674957,0.8478260636329651,0.3038443326950073
34,0.7784985899925232,0.41122710704803467,0.8608695864677429,0.3042849004268646
35,0.810009241104126,0.37447139620780945,0.821739137172699,0.29690849781036377
